date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),OT
3/20/2020 3:30,0,0,0,0
3/20/2020 4:00,0,0,0,0
3/20/2020 4:30,0,0,0,0
3/20/2020 5:00,0,0,0,0
3/20/2020 5:30,0,0,0,0
3/20/2020 6:00,0,0,0,0
3/20/2020 6:30,0,0,0,0
3/20/2020 7:00,0,0,0,0
3/20/2020 7:30,1.8666667,0.4,1,0.03
3/20/2020 8:00,59.2,60.6,50.333332,1.564
3/20/2020 8:30,110.6,49.866665,94.26667,4.1453333
3/20/2020 9:00,289.53333,456.13333,75.26667,7.864
3/20/2020 9:30,479.93332,514.26666,157.33333,11.794
3/20/2020 10:00,603.6,681.73334,125.2,15.578667
3/20/2020 10:30,700.6,773.8,93.26667,19
3/20/2020 11:00,801.93335,791.06665,106.933334,21.967333
3/20/2020 11:30,921.4667,824.6,121.4,24.568666
3/20/2020 12:00,995.5333,844.3333,132.53334,26.134
3/20/2020 12:30,1029.2,852.5333,139.73334,26.823334
3/20/2020 13:00,1071.6,867.4,145.6,27.334667
3/20/2020 13:30,1076.4667,856.73334,145.2,27.286667
3/20/2020 14:00,1003.8,789.3333,132.13333,25.112667
3/20/2020 14:30,980.6,781.2,127.26667,24.754667
3/20/2020 15:00,962.3333,796.86664,123.73333,24.738667
3/20/2020 15:30,893.2,797.5333,116,23.400667
3/20/2020 16:00,721.8,699.26666,93.4,19.454666
3/20/2020 16:30,499.06668,560.73334,81.6,13.388
3/20/2020 17:00,464.53333,575.13336,76.73333,11.972
3/20/2020 17:30,204.06667,89,154.93333,5.682667
3/20/2020 18:00,86,39.4,70.666664,2.5033333
3/20/2020 18:30,43.466667,24.8,36.4,1.29
3/20/2020 19:00,8.533334,2.5333333,5.0666666,0.20066667
3/20/2020 19:30,0,0,0,0
3/20/2020 20:00,0,0,0,0
3/20/2020 20:30,0,0,0,0
3/20/2020 21:00,0,0,0,0
3/20/2020 21:30,0,0,0,0
3/20/2020 22:00,0,0,0,0
3/20/2020 22:30,0,0,0,0
3/20/2020 23:00,0,0,0,0
3/20/2020 23:30,0,0,0,0
3/21/2020 0:00,0,0,0,0
3/21/2020 0:30,0,0,0,0
3/21/2020 1:00,0,0,0,0
3/21/2020 1:30,0,0,0,0
3/21/2020 2:00,0,0,0,0
3/21/2020 2:30,0,0,0,0
3/21/2020 3:00,0,0,0,0
3/21/2020 3:30,0,0,0,0
3/21/2020 4:00,0,0,0,0
3/21/2020 4:30,0,0,0,0
3/21/2020 5:00,0,0,0,0
3/21/2020 5:30,0,0,0,0
3/21/2020 6:00,0,0,0,0
3/21/2020 6:30,0,0,0,0
3/21/2020 7:00,0,0,0,0
3/21/2020 7:30,3.0666666,0.8,1.2666667,0.07266667
3/21/2020 8:00,61.933334,62.133335,52.2,1.628
3/21/2020 8:30,108.4,61.066666,108.26667,4.86
3/21/2020 9:00,325.86667,545,62.333332,8.880667
3/21/2020 9:30,531.6,648.5333,130.86667,13.166667
3/21/2020 10:00,614,689.8,119,15.966
3/21/2020 10:30,743.73334,819.86664,99.13333,20.246
3/21/2020 11:00,787.6667,770.93335,104.26667,21.728666
3/21/2020 11:30,883.13336,787.4,115.6,23.796667
3/21/2020 12:00,913.3333,767.4,120.8,24.304
3/21/2020 12:30,749.93335,610.26666,100.73333,20.400667
3/21/2020 13:00,848.4,698.26666,118.4,22.920666
3/21/2020 13:30,835.13336,668.26666,112.13333,23.567333
3/21/2020 14:00,951.4667,792.26666,129.2,24.224667
3/21/2020 14:30,718.3333,603.2,99.13333,20.12
3/21/2020 15:00,775.73334,669.06665,102.8,20.957333
3/21/2020 15:30,554.6,534.73334,76.933334,15.590667
3/21/2020 16:00,479.06668,512.2,68.2,13.56
3/21/2020 16:30,401.33334,335.53333,133.66667,11.355333
3/21/2020 17:00,371.4,330.2,160.4,10.482667
3/21/2020 17:30,284,99.066666,218.26666,7.868
3/21/2020 18:00,135.53334,79,109.53333,4.010667
3/21/2020 18:30,89.2,79.26667,71.2,2.6473334
3/21/2020 19:00,27.666666,4,21,0.784
3/21/2020 19:30,0.26666668,0,0,0
3/21/2020 20:00,0,0,0,0
3/21/2020 20:30,0,0,0,0
3/21/2020 21:00,0,0,0,0
3/21/2020 21:30,0,0,0,0
3/21/2020 22:00,0,0,0,0
3/21/2020 22:30,0,0,0,0
3/21/2020 23:00,0,0,0,0
3/21/2020 23:30,0,0,0,0
3/22/2020 0:00,0,0,0,0
3/22/2020 0:30,0,0,0,0
3/22/2020 1:00,0,0,0,0
3/22/2020 1:30,0,0,0,0
3/22/2020 2:00,0,0,0,0
3/22/2020 2:30,0,0,0,0
3/22/2020 3:00,0,0,0,0
3/22/2020 3:30,0,0,0,0
3/22/2020 4:00,0,0,0,0
3/22/2020 4:30,0,0,0,0
3/22/2020 5:00,0,0,0,0
3/22/2020 5:30,0,0,0,0
3/22/2020 6:00,0,0,0,0
3/22/2020 6:30,0,0,0,0
3/22/2020 7:00,0,0,0,0
3/22/2020 7:30,3,0.6,1.8,0.06266667
3/22/2020 8:00,53.8,37.466667,44.6,1.436
3/22/2020 8:30,105.26667,38.6,97.933334,3.9433334
3/22/2020 9:00,267.13333,408.73334,76.933334,7.7906666
3/22/2020 9:30,471.86667,582.6,120.8,11.741333
3/22/2020 10:00,586.4,670.6667,114.86667,15.127334
3/22/2020 10:30,680.5333,736.4,89.8,18.352667
3/22/2020 11:00,766.3333,755.4,103.066666,20.975334
3/22/2020 11:30,869.06665,778.4,115.6,23.194
3/22/2020 12:00,938.8,798.4667,126.333336,24.914667
3/22/2020 12:30,1013.4,841.13336,138.73334,26.626667
3/22/2020 13:00,1072,870.8,147.26666,27.201334
3/22/2020 13:30,1075.8667,855.6,145.46666,27
3/22/2020 14:00,1099.5333,865.86664,145.66667,27.038666
3/22/2020 14:30,1057.8,832.3333,136.66667,26.3
3/22/2020 15:00,982.73334,812.06665,127,24.524666
3/22/2020 15:30,442.46667,304.8,132.26666,12.520667
3/22/2020 16:00,755.2,733.26666,97.6,18.836
3/22/2020 16:30,495,450.53333,144.66667,13.6953335
3/22/2020 17:00,537.6,687.06665,69.73333,13.046667
3/22/2020 17:30,387,497.4,89.4,10.288
3/22/2020 18:00,246.33333,44.733334,184.73334,5.423333
3/22/2020 18:30,86.73333,47.666668,60.133335,2.3846667
3/22/2020 19:00,35.133335,3.3333333,23.8,0.948
3/22/2020 19:30,0.06666667,0,0,0
3/22/2020 20:00,0,0,0,0
3/22/2020 20:30,0,0,0,0
3/22/2020 21:00,0,0,0,0
3/22/2020 21:30,0,0,0,0
3/22/2020 22:00,0,0,0,0
3/22/2020 22:30,0,0,0,0
3/22/2020 23:00,0,0,0,0
3/22/2020 23:30,0,0,0,0
3/23/2020 0:00,0,0,0,0
3/23/2020 0:30,0,0,0,0
3/23/2020 1:00,0,0,0,0
3/23/2020 1:30,0,0,0,0
3/23/2020 2:00,0,0,0,0
3/23/2020 2:30,0,0,0,0
3/23/2020 3:00,0,0,0,0
3/23/2020 3:30,0,0,0,0
3/23/2020 4:00,0,0,0,0
3/23/2020 4:30,0,0,0,0
3/23/2020 5:00,0,0,0,0
3/23/2020 5:30,0,0,0,0
3/23/2020 6:00,0,0,0,0
3/23/2020 6:30,0,0,0,0
3/23/2020 7:00,0,0,0,0
3/23/2020 7:30,1.8,0.6666667,0.73333335,0.023333333
3/23/2020 8:00,58.8,48.066666,46.8,1.6746666
3/23/2020 8:30,124.2,30.866667,115.4,4.3033333
3/23/2020 9:00,281.93332,416.66666,106.066666,8.270667
3/23/2020 9:30,411.73334,514.26666,100.666664,10.500667
3/23/2020 10:00,577.3333,633,134.4,15.022
3/23/2020 10:30,667.2,691.4667,84.86667,18.018
3/23/2020 11:00,750,738.86664,101.4,20.588
3/23/2020 11:30,842.4,754.06665,112.4,22.744667
3/23/2020 12:00,926.06665,787.6,125.2,24.57
3/23/2020 12:30,984.86664,817.5333,135.26666,25.747334
3/23/2020 13:00,1042.7333,852.13336,144.53334,26.512
3/23/2020 13:30,1063.0667,846.4,144.46666,26.758
3/23/2020 14:00,684.2,485.4,168.86667,17.646
3/23/2020 14:30,366.13333,125.73333,227.6,11.559334
3/23/2020 15:00,738.26666,647.5333,103.86667,19.980667
3/23/2020 15:30,108.42857,32.92857,101.92857,3.126
3/23/2020 16:00,19.533333,3.2666667,7.9333334,0.894
3/23/2020 16:30,635.3333,653.13336,145.73334,17.574
3/23/2020 17:00,588.73334,743.8,76.46667,15.431334
3/23/2020 17:30,371.46667,395.13333,108.26667,9.902667
3/23/2020 18:00,111.46667,66.13333,89.666664,3.1926668
3/23/2020 18:30,37.6,7.3333335,25.533333,1.0853333
3/23/2020 19:00,13.866667,3.5333333,9.6,0.40866667
3/23/2020 19:30,0,0,0,0
3/23/2020 20:00,0,0,0,0
3/23/2020 20:30,0,0,0,0
3/23/2020 21:00,0,0,0,0
3/23/2020 21:30,0,0,0,0
3/23/2020 22:00,0,0,0,0
3/23/2020 22:30,0,0,0,0
3/23/2020 23:00,0,0,0,0
3/23/2020 23:30,0,0,0,0
3/24/2020 0:00,0,0,0,0
3/24/2020 0:30,0,0,0,0
3/24/2020 1:00,0,0,0,0
3/24/2020 1:30,0,0,0,0
3/24/2020 2:00,0,0,0,0
3/24/2020 2:30,0,0,0,0
3/24/2020 3:00,0,0,0,0
3/24/2020 3:30,0,0,0,0
3/24/2020 4:00,0,0,0,0
3/24/2020 4:30,0,0,0,0
3/24/2020 5:00,0,0,0,0
3/24/2020 5:30,0,0,0,0
3/24/2020 6:00,0,0,0,0
3/24/2020 6:30,0,0,0,0
3/24/2020 7:00,0,0,0,0
3/24/2020 7:30,4.6666665,0.8666667,2.9333334,0.108
3/24/2020 8:00,58.733334,53.8,49.533333,1.6213334
3/24/2020 8:30,115.333336,29.666666,126.2,4.4053335
3/24/2020 9:00,275.66666,392.86667,97.333336,8.246
3/24/2020 9:30,482.33334,707.5333,62.866665,12.214
3/24/2020 10:00,605.3333,702.73334,106,15.838667
3/24/2020 10:30,693.8,695.6667,85.4,19.060667
3/24/2020 11:00,794.3333,781.73334,107.73333,22.028
3/24/2020 11:30,917,820.93335,123.066666,24.755333
3/24/2020 12:00,993.93335,842.8,134.33333,26.434
3/24/2020 12:30,1050.4667,867.06665,144.26666,27.296667
3/24/2020 13:00,1083.7333,877.3333,149.46666,27.817333
3/24/2020 13:30,1121,890.3333,152.6,27.806667
3/24/2020 14:00,1137.8667,890.8,151,28.076
3/24/2020 14:30,1126.9333,889.73334,146.66667,26.715334
3/24/2020 15:00,792.86664,567.8,173.26666,19.744667
3/24/2020 15:30,877.73334,785.26666,133.26666,21.776
3/24/2020 16:00,242.86667,67.333336,166.2,7.6006665
3/24/2020 16:30,432.6,352.26666,146.06667,13.611333
3/24/2020 17:00,651.2,818.5333,84.86667,16.918667
3/24/2020 17:30,495.13333,734.13336,61.866665,12.34
3/24/2020 18:00,318.4,43.733334,240.93333,7.9733334
3/24/2020 18:30,113.066666,75.73333,82.26667,3.2506666
3/24/2020 19:00,43,15.533334,31.333334,1.1813333
3/24/2020 19:30,0.06666667,0,0,0
3/24/2020 20:00,0,0,0,0
3/24/2020 20:30,0,0,0,0
3/24/2020 21:00,0,0,0,0
3/24/2020 21:30,0,0,0,0
3/24/2020 22:00,0,0,0,0
3/24/2020 22:30,0,0,0,0
3/24/2020 23:00,0,0,0,0
3/24/2020 23:30,0,0,0,0
3/25/2020 0:00,0,0,0,0
3/25/2020 0:30,0,0,0,0
3/25/2020 1:00,0,0,0,0
3/25/2020 1:30,0,0,0,0
3/25/2020 2:00,0,0,0,0
3/25/2020 2:30,0,0,0,0
3/25/2020 3:00,0,0,0,0
3/25/2020 3:30,0,0,0,0
3/25/2020 4:00,0,0,0,0
3/25/2020 4:30,0,0,0,0
3/25/2020 5:00,0,0,0,0
3/25/2020 5:30,0,0,0,0
3/25/2020 6:00,0,0,0,0
3/25/2020 6:30,0,0,0,0
3/25/2020 7:00,0,0,0,0
3/25/2020 7:30,4.4,0.93333334,2.0666666,0.11466666
3/25/2020 8:00,65.8,65,57.8,1.89
3/25/2020 8:30,122.46667,18.066668,158.86667,5.206
3/25/2020 9:00,298.46667,387.66666,120.933334,9.324
3/25/2020 9:30,536.13336,782.26666,70,13.4366665
3/25/2020 10:00,659.86664,839.73334,68.933334,17.15
3/25/2020 10:30,743.6667,749.8,92.73333,20.330667
3/25/2020 11:00,830.2,820.06665,113.666664,23.055334
3/25/2020 11:30,938.6,843.6,127.066666,25.135334
3/25/2020 12:00,1008.93335,858.8,137.6,26.584667
3/25/2020 12:30,1066.4667,884.06665,147.6,27.594667
3/25/2020 13:00,1112.8667,908.13336,155.2,28.221333
3/25/2020 13:30,1146.8,920.86664,158.26666,28.532
3/25/2020 14:00,1139.2,903.5333,153.66667,28.026
3/25/2020 14:30,1020.06665,825,135.86667,25.942667
3/25/2020 15:00,1029.9333,859.06665,135.6,25.593334
3/25/2020 15:30,935,840.26666,124.2,24.421333
3/25/2020 16:00,849.86664,830,112.2,22.024
3/25/2020 16:30,757.73334,825.06665,99.13333,19.175333
3/25/2020 17:00,649.3333,814.06665,84.13333,15.925333
3/25/2020 17:30,516,764.2,64.8,12.397333
3/25/2020 18:00,350.33334,135.06667,224,8.540667
3/25/2020 18:30,194.73334,32.733334,139.86667,4.812667
3/25/2020 19:00,71.6,0.2,57.266666,1.8173333
3/25/2020 19:30,0.2,0,0,0.005333333
3/25/2020 20:00,0,0,0,0
3/25/2020 20:30,0,0,0,0
3/25/2020 21:00,0,0,0,0
3/25/2020 21:30,0,0,0,0
3/25/2020 22:00,0,0,0,0
3/25/2020 22:30,0,0,0,0
3/25/2020 23:00,0,0,0,0
3/25/2020 23:30,0,0,0,0
3/26/2020 0:00,0,0,0,0
3/26/2020 0:30,0,0,0,0
3/26/2020 1:00,0,0,0,0
3/26/2020 1:30,0,0,0,0
3/26/2020 2:00,0,0,0,0
3/26/2020 2:30,0,0,0,0
3/26/2020 3:00,0,0,0,0
3/26/2020 3:30,0,0,0,0
3/26/2020 4:00,0,0,0,0
3/26/2020 4:30,0,0,0,0
3/26/2020 5:00,0,0,0,0
3/26/2020 5:30,0,0,0,0
3/26/2020 6:00,0,0,0,0
3/26/2020 6:30,0,0,0,0
3/26/2020 7:00,0,0,0,0
3/26/2020 7:30,6.5333333,1.2666667,3.5333333,0.19733334
3/26/2020 8:00,64.333336,50.133335,67.13333,1.9733334
3/26/2020 8:30,139.6,6.4,168.93333,5.2846665
3/26/2020 9:00,298.8,483.86667,79.8,9.334666
3/26/2020 9:30,545.86664,795.4,71.933334,13.453333
3/26/2020 10:00,669.6,862.93335,62.2,17.134
3/26/2020 10:30,757.4,785,97.933334,20.405333
3/26/2020 11:00,838.3333,830.26666,115.6,22.902666
3/26/2020 11:30,941.26666,848.8,128.4,25.022
3/26/2020 12:00,1017.26666,867.73334,139.46666,26.458
3/26/2020 12:30,1075.8,894.3333,149.93333,27.564
3/26/2020 13:00,1127.4,922.86664,158.26666,28.136667
3/26/2020 13:30,1148.8667,928.4,160.26666,28.17
3/26/2020 14:00,1142.7333,913.5333,155.93333,27.83
3/26/2020 14:30,1113.9333,893.13336,148.2,27.158
3/26/2020 15:00,1038.7333,866.6,137.26666,26.278
3/26/2020 15:30,945.8,850.8,126.13333,24.632668
3/26/2020 16:00,859.26666,837.8,113.73333,22.438
3/26/2020 16:30,762.2,830.6,100.13333,19.611334
3/26/2020 17:00,671.73334,839.73334,87.13333,16.676666
3/26/2020 17:30,453.73334,613.26666,81.6,11.667334
3/26/2020 18:00,337.66666,442.06668,98.933334,8.906
3/26/2020 18:30,88.53333,30.933332,60.8,2.6266668
3/26/2020 19:00,80.2,18.466667,65.86667,2.058
3/26/2020 19:30,1.4,0.2,0.06666667,0.025333334
3/26/2020 20:00,0,0,0,0
3/26/2020 20:30,0,0,0,0
3/26/2020 21:00,0,0,0,0
3/26/2020 21:30,0,0,0,0
3/26/2020 22:00,0,0,0,0
3/26/2020 22:30,0,0,0,0
3/26/2020 23:00,0,0,0,0
3/26/2020 23:30,0,0,0,0
3/27/2020 0:00,0,0,0,0
3/27/2020 0:30,0,0,0,0
3/27/2020 1:00,0,0,0,0
3/27/2020 1:30,0,0,0,0
3/27/2020 2:00,0,0,0,0
3/27/2020 2:30,0,0,0,0
3/27/2020 3:00,0,0,0,0
3/27/2020 3:30,0,0,0,0
3/27/2020 4:00,0,0,0,0
3/27/2020 4:30,0,0,0,0
3/27/2020 5:00,0,0,0,0
3/27/2020 5:30,0,0,0,0
3/27/2020 6:00,0,0,0,0
3/27/2020 6:30,0,0,0,0
3/27/2020 7:00,0,0,0,0
3/27/2020 7:30,9.466666,2.4666667,6.0666666,0.25466666
3/27/2020 8:00,65.2,38.466667,74.333336,2.016
3/27/2020 8:30,159.53334,6.866667,169.6,5.2226667
3/27/2020 9:00,290,434.66666,87.46667,9.181334
3/27/2020 9:30,531.86664,775,70.53333,13.234
3/27/2020 10:00,657.4667,794.06665,90.066666,16.812
3/27/2020 10:30,743.8,784.8,98.4,20.048
3/27/2020 11:00,831.8,821.8,114.86667,22.594667
3/27/2020 11:30,920.73334,828.3333,125.933334,24.638666
3/27/2020 12:00,1011.26666,861.3333,138.93333,26.091333
3/27/2020 12:30,1068,885.73334,148.86667,27.239334
3/27/2020 13:00,1116.3334,913.06665,156.93333,27.943333
3/27/2020 13:30,1149.5333,929.6,160.66667,28.283333
3/27/2020 14:00,1158.4667,930.6,159.4,27.962
3/27/2020 14:30,1120.3334,904.2,150.46666,27.246
3/27/2020 15:00,1050.6666,880.4,139.86667,26.271334
3/27/2020 15:30,952.86664,860.26666,128,24.616667
3/27/2020 16:00,861.4667,842.4,114.6,22.358
3/27/2020 16:30,772.4667,844.26666,102.2,19.634
3/27/2020 17:00,663.2,833.26666,86.8,16.348
3/27/2020 17:30,534.6667,801.2,68.333336,12.862667
3/27/2020 18:00,297.13333,242.33333,148,7.3233333
3/27/2020 18:30,213.26666,77.066666,154.06667,5.45
3/27/2020 19:00,90.86667,75.333336,68,2.414
3/27/2020 19:30,4.4666667,1.2666667,2.0666666,0.134
3/27/2020 20:00,0,0,0,0
3/27/2020 20:30,0,0,0,0
3/27/2020 21:00,0,0,0,0
3/27/2020 21:30,0,0,0,0
3/27/2020 22:00,0,0,0,0
3/27/2020 22:30,0,0,0,0
3/27/2020 23:00,0,0,0,0
3/27/2020 23:30,0,0,0,0
3/28/2020 0:00,0,0,0,0
3/28/2020 0:30,0,0,0,0
3/28/2020 1:00,0,0,0,0
3/28/2020 1:30,0,0,0,0
3/28/2020 2:00,0,0,0,0
3/28/2020 2:30,0,0,0,0
3/28/2020 3:00,0,0,0,0
3/28/2020 3:30,0,0,0,0
3/28/2020 4:00,0,0,0,0
3/28/2020 4:30,0,0,0,0
3/28/2020 5:00,0,0,0,0
3/28/2020 5:30,0,0,0,0
3/28/2020 6:00,0,0,0,0
3/28/2020 6:30,0,0,0,0
3/28/2020 7:00,0,0,0,0
3/28/2020 7:30,7.6,1.8,4.4666667,0.21133333
3/28/2020 8:00,66.933334,31.8,68.53333,1.936
3/28/2020 8:30,153.8,6.133333,155.2,4.6766667
3/28/2020 9:00,256.93332,149.33333,173.86667,7.974
3/28/2020 9:30,460.13333,675.2,61.933334,11.724667
3/28/2020 10:00,351.66666,232.46666,183.93333,10.228666
3/28/2020 10:30,272.86667,105.26667,192.8,8.706667
3/28/2020 11:00,729.93335,717.93335,102.73333,21.504667
3/28/2020 11:30,546.6667,453.33334,117.86667,16.849333
3/28/2020 12:00,962.73334,817.6,132.33333,25.541334
3/28/2020 12:30,1019,844.5333,142.6,26.456667
3/28/2020 13:00,1082.4667,878.26666,151.4,27.337334
3/28/2020 13:30,1091.0667,873.26666,151.6,27.533333
3/28/2020 14:00,1095.8,874.6667,150.06667,27.242
3/28/2020 14:30,1118.4667,922.73334,155.13333,27.670666
3/28/2020 15:00,837,690.3333,123.333336,20.541334
3/28/2020 15:30,668.2,563.93335,158.53334,20.112667
3/28/2020 16:00,654.6,584.4,146.2,19.148666
3/28/2020 16:30,785.73334,890.93335,116.8,19.656
3/28/2020 17:00,239.4,194.73334,117.2,7.214667
3/28/2020 17:30,123.933334,48.466667,96.53333,3.4326668
3/28/2020 18:00,94.333336,55.266666,72.933334,2.7626667
3/28/2020 18:30,89.666664,19.2,66.066666,2.1646667
3/28/2020 19:00,38.533333,7.9333334,29.533333,1.0946667
3/28/2020 19:30,1.6666666,0.53333336,0.8666667,0.017333332
3/28/2020 20:00,0,0,0,0
3/28/2020 20:30,0,0,0,0
3/28/2020 21:00,0,0,0,0
3/28/2020 21:30,0,0,0,0
3/28/2020 22:00,0,0,0,0
3/28/2020 22:30,0,0,0,0
3/28/2020 23:00,0,0,0,0
3/28/2020 23:30,0,0,0,0
3/29/2020 0:00,0,0,0,0
3/29/2020 0:30,0,0,0,0
3/29/2020 1:00,0,0,0,0
3/29/2020 1:30,0,0,0,0
3/29/2020 2:00,0,0,0,0
3/29/2020 2:30,0,0,0,0
3/29/2020 3:00,0,0,0,0
3/29/2020 3:30,0,0,0,0
3/29/2020 4:00,0,0,0,0
3/29/2020 4:30,0,0,0,0
3/29/2020 5:00,0,0,0,0
3/29/2020 5:30,0,0,0,0
3/29/2020 6:00,0,0,0,0
3/29/2020 6:30,0,0,0,0
3/29/2020 7:00,0,0,0,0
3/29/2020 7:30,7.2,2,4.2,0.16533333
3/29/2020 8:00,56.533333,29.933332,51.266666,1.5806667
3/29/2020 8:30,131.86667,26.066668,126.066666,3.778
3/29/2020 9:00,215.73334,77.6,177.4,6.6113334
3/29/2020 9:30,392.8,579.3333,53.6,10.147333
3/29/2020 10:00,528.5333,488.46667,173.8,14.018666
3/29/2020 10:30,636.93335,636.13336,125.13333,17.564
3/29/2020 11:00,733.06665,722.3333,102.066666,20.432
3/29/2020 11:30,842.6,759.86664,116.53333,22.904
3/29/2020 12:00,914.93335,779.13336,126.8,24.431334
3/29/2020 12:30,982.4667,812.4,137.46666,25.750668
3/29/2020 13:00,1030.6666,839.6,145.53334,26.231333
3/29/2020 13:30,1050.9333,859.06665,147.6,26.39
3/29/2020 14:00,1083.4667,878,151.06667,27.078667
3/29/2020 14:30,1068.2,871.4667,145.8,26.558666
3/29/2020 15:00,982.5333,833.5333,133,25.247334
3/29/2020 15:30,896.8,818.3333,122.333336,23.602
3/29/2020 16:00,826.5333,813.2,111,21.804
3/29/2020 16:30,734.8,805.93335,98.066666,18.974
3/29/2020 17:00,628.6667,794.26666,83.13333,15.673333
3/29/2020 17:30,505.4,767.13336,66.066666,12.29
3/29/2020 18:00,346.46667,164.2,227.73334,8.540667
3/29/2020 18:30,166.8,58.133335,124.26667,4.0693336
3/29/2020 19:00,61,34.333332,46.133335,1.544
3/29/2020 19:30,2.2666667,0.6,0.6666667,0.052
3/29/2020 20:00,0,0,0,0
3/29/2020 20:30,0,0,0,0
3/29/2020 21:00,0,0,0,0
3/29/2020 21:30,0,0,0,0
3/29/2020 22:00,0,0,0,0
3/29/2020 22:30,0,0,0,0
3/29/2020 23:00,0,0,0,0
3/29/2020 23:30,0,0,0,0
3/30/2020 0:00,0,0,0,0
3/30/2020 0:30,0,0,0,0
3/30/2020 1:00,0,0,0,0
3/30/2020 1:30,0,0,0,0
3/30/2020 2:00,0,0,0,0
3/30/2020 2:30,0,0,0,0
3/30/2020 3:00,0,0,0,0
3/30/2020 3:30,0,0,0,0
3/30/2020 4:00,0,0,0,0
3/30/2020 4:30,0,0,0,0
3/30/2020 5:00,0,0,0,0
3/30/2020 5:30,0,0,0,0
3/30/2020 6:00,0,0,0,0
3/30/2020 6:30,0,0,0,0
3/30/2020 7:00,0,0,0,0
3/30/2020 7:30,14.933333,4.4666667,10.133333,0.372
3/30/2020 8:00,79.13333,31.6,88.53333,2.13
3/30/2020 8:30,186.35715,0,207.64285,5.4726667
3/30/2020 9:00,298.53333,509.06668,73.333336,9.571333
3/30/2020 9:30,544.6667,793.6667,73.933334,13.430667
3/30/2020 10:00,660.4,744.4667,117.2,16.894
3/30/2020 10:30,726,751.5333,120.4,19.738
3/30/2020 11:00,818.4667,810.86664,115.2,22.618
3/30/2020 11:30,914.3333,827.4667,127.46667,24.722
3/30/2020 12:00,996.93335,849.6,138.73334,26.264
3/30/2020 12:30,1047.4667,867.13336,147.26666,26.94
3/30/2020 13:00,1079.8,881.2,153.13333,26.973333
3/30/2020 13:30,1104.4,896.06665,156.46666,27.256666
3/30/2020 14:00,1102.6666,896.4667,154.66667,27.654667
3/30/2020 14:30,1070.7333,879.73334,147.53334,27.142
3/30/2020 15:00,978.86664,834.2,133.66667,25.608
3/30/2020 15:30,904.06665,827.6667,124.13333,24.356667
3/30/2020 16:00,805.73334,793.4,108.933334,21.678
3/30/2020 16:30,712.86664,783.6667,95.53333,18.705334
3/30/2020 17:00,605.93335,766.93335,80.73333,15.297334
3/30/2020 17:30,469.13333,716.5333,61.933334,11.532
3/30/2020 18:00,312.86667,39.2,253.4,7.8013334
3/30/2020 18:30,169.13333,59,126.4,4.2633333
3/30/2020 19:00,62.533333,40.133335,44.466667,1.5766667
3/30/2020 19:30,1.5333333,0.46666667,0.2,0.012
3/30/2020 20:00,0,0,0,0
3/30/2020 20:30,0,0,0,0
3/30/2020 21:00,0,0,0,0
3/30/2020 21:30,0,0,0,0
3/30/2020 22:00,0,0,0,0
3/30/2020 22:30,0,0,0,0
3/30/2020 23:00,0,0,0,0
3/30/2020 23:30,0,0,0,0
3/31/2020 0:00,0,0,0,0
3/31/2020 0:30,0,0,0,0
3/31/2020 1:00,0,0,0,0
3/31/2020 1:30,0,0,0,0
3/31/2020 2:00,0,0,0,0
3/31/2020 2:30,0,0,0,0
3/31/2020 3:00,0,0,0,0
3/31/2020 3:30,0,0,0,0
3/31/2020 4:00,0,0,0,0
3/31/2020 4:30,0,0,0,0
3/31/2020 5:00,0,0,0,0
3/31/2020 5:30,0,0,0,0
3/31/2020 6:00,0,0,0,0
3/31/2020 6:30,0,0,0,0
3/31/2020 7:00,0,0,0,0
3/31/2020 7:30,16.466667,1.9333333,14.266666,0.42333335
3/31/2020 8:00,80,14.6,92.8,2.2286668
3/31/2020 8:30,191.33333,14.466666,206.06667,5.6046667
3/31/2020 9:00,301.86667,520.86664,70.13333,9.606667
3/31/2020 9:30,543.93335,791.3333,74.53333,13.484
3/31/2020 10:00,665.86664,745.4667,111.73333,16.974
3/31/2020 10:30,749.4667,783.6,119.066666,20.07
3/31/2020 11:00,833.86664,828.2,118.2,22.722666
3/31/2020 11:30,936,850.8,131.46666,24.733334
3/31/2020 12:00,1016.8,868.4,142.2,26.195333
3/31/2020 12:30,1078.5333,893.86664,152.33333,27.192
3/31/2020 13:00,1125.0667,921,160.33333,27.772
3/31/2020 13:30,1160.5333,944.86664,165.46666,28.056667
3/31/2020 14:00,1143.7333,932.73334,161.53334,27.584667
3/31/2020 14:30,1096.7333,905,152.2,26.691334
3/31/2020 15:00,1018.3333,872.06665,139.93333,25.644667
3/31/2020 15:30,916.93335,843.4667,126.8,23.787333
3/31/2020 16:00,836,824,113.26667,21.759333
3/31/2020 16:30,755.5333,830.13336,101.666664,19.27
3/31/2020 17:00,643.2,811.2,85.46667,15.831333
3/31/2020 17:30,478.73334,731.86664,63.6,11.692
3/31/2020 18:00,317.93332,56.266666,253.6,7.9426665
3/31/2020 18:30,171.33333,76.6,126.13333,4.3073335
3/31/2020 19:00,58.266666,63.866665,34.933334,1.464
3/31/2020 19:30,1.4,0.4,0.2,0.018
3/31/2020 20:00,0,0,0,0
3/31/2020 20:30,0,0,0,0
3/31/2020 21:00,0,0,0,0
3/31/2020 21:30,0,0,0,0
3/31/2020 22:00,0,0,0,0
